realtime_start,realtime_end,date,value
2019-12-23,2019-12-23,1963-08-01,27.7759
2019-12-23,2019-12-23,1963-09-01,28.0528
2019-12-23,2019-12-23,1963-10-01,28.2466
2019-12-23,2019-12-23,1963-11-01,28.3851
2019-12-23,2019-12-23,1963-12-01,28.3297
2019-12-23,2019-12-23,1964-01-01,28.5790
2019-12-23,2019-12-23,1964-02-01,28.7728
2019-12-23,2019-12-23,1964-03-01,28.7728
2019-12-23,2019-12-23,1964-04-01,29.2436
2019-12-23,2019-12-23,1964-05-01,29.4098
2019-12-23,2019-12-23,1964-06-01,29.4928
2019-12-23,2019-12-23,1964-07-01,29.6867
2019-12-23,2019-12-23,1964-08-01,29.8805
2019-12-23,2019-12-23,1964-09-01,29.9913
2019-12-23,2019-12-23,1964-10-01,29.5759
2019-12-23,2019-12-23,1964-11-01,30.4898
2019-12-23,2019-12-23,1964-12-01,30.8498
2019-12-23,2019-12-23,1965-01-01,31.1821
2019-12-23,2019-12-23,1965-02-01,31.3760
2019-12-23,2019-12-23,1965-03-01,31.7913
2019-12-23,2019-12-23,1965-04-01,31.9298
2019-12-23,2019-12-23,1965-05-01,32.1790
2019-12-23,2019-12-23,1965-06-01,32.4283
2019-12-23,2019-12-23,1965-07-01,32.7329
2019-12-23,2019-12-23,1965-08-01,32.8713
2019-12-23,2019-12-23,1965-09-01,32.9544
2019-12-23,2019-12-23,1965-10-01,33.2868
2019-12-23,2019-12-23,1965-11-01,33.4252
2019-12-23,2019-12-23,1965-12-01,33.8406
2019-12-23,2019-12-23,1966-01-01,34.1729
2019-12-23,2019-12-23,1966-02-01,34.3945
2019-12-23,2019-12-23,1966-03-01,34.8652
2019-12-23,2019-12-23,1966-04-01,34.9206
2019-12-23,2019-12-23,1966-05-01,35.2529
2019-12-23,2019-12-23,1966-06-01,35.4191
2019-12-23,2019-12-23,1966-07-01,35.6129
2019-12-23,2019-12-23,1966-08-01,35.6406
2019-12-23,2019-12-23,1966-09-01,35.9729
2019-12-23,2019-12-23,1966-10-01,36.2221
2019-12-23,2019-12-23,1966-11-01,35.9729
2019-12-23,2019-12-23,1966-12-01,36.0560
2019-12-23,2019-12-23,1967-01-01,36.2261
2019-12-23,2019-12-23,1967-02-01,35.8152
2019-12-23,2019-12-23,1967-03-01,35.6133
2019-12-23,2019-12-23,1967-04-01,35.9492
2019-12-23,2019-12-23,1967-05-01,35.6356
2019-12-23,2019-12-23,1967-06-01,35.6311
2019-12-23,2019-12-23,1967-07-01,35.5500
2019-12-23,2019-12-23,1967-08-01,36.2311
2019-12-23,2019-12-23,1967-09-01,36.1723
2019-12-23,2019-12-23,1967-10-01,36.4669
2019-12-23,2019-12-23,1967-11-01,36.9884
2019-12-23,2019-12-23,1967-12-01,37.3868
2019-12-23,2019-12-23,1968-01-01,37.3465
2019-12-23,2019-12-23,1968-02-01,37.4804
2019-12-23,2019-12-23,1968-03-01,37.5974
2019-12-23,2019-12-23,1968-04-01,37.6518
2019-12-23,2019-12-23,1968-05-01,38.0741
2019-12-23,2019-12-23,1968-06-01,38.2140
2019-12-23,2019-12-23,1968-07-01,38.1554
2019-12-23,2019-12-23,1968-08-01,38.2619
2019-12-23,2019-12-23,1968-09-01,38.4068
2019-12-23,2019-12-23,1968-10-01,38.4830
2019-12-23,2019-12-23,1968-11-01,38.9808
2019-12-23,2019-12-23,1968-12-01,39.1039
2019-12-23,2019-12-23,1969-01-01,39.3405
2019-12-23,2019-12-23,1969-02-01,39.5922
2019-12-23,2019-12-23,1969-03-01,39.9027
2019-12-23,2019-12-23,1969-04-01,39.7559
2019-12-23,2019-12-23,1969-05-01,39.6056
2019-12-23,2019-12-23,1969-06-01,39.9925
2019-12-23,2019-12-23,1969-07-01,40.2037
2019-12-23,2019-12-23,1969-08-01,40.2961
2019-12-23,2019-12-23,1969-09-01,40.2870
2019-12-23,2019-12-23,1969-10-01,40.2988
2019-12-23,2019-12-23,1969-11-01,39.9189
2019-12-23,2019-12-23,1969-12-01,39.8118
2019-12-23,2019-12-23,1970-01-01,39.0746
2019-12-23,2019-12-23,1970-02-01,39.0488
2019-12-23,2019-12-23,1970-03-01,38.9981
2019-12-23,2019-12-23,1970-04-01,38.8979
2019-12-23,2019-12-23,1970-05-01,38.8525
2019-12-23,2019-12-23,1970-06-01,38.7269
2019-12-23,2019-12-23,1970-07-01,38.8219
2019-12-23,2019-12-23,1970-08-01,38.7527
2019-12-23,2019-12-23,1970-09-01,38.4856
2019-12-23,2019-12-23,1970-10-01,37.7157
2019-12-23,2019-12-23,1970-11-01,37.4873
2019-12-23,2019-12-23,1970-12-01,38.3482
2019-12-23,2019-12-23,1971-01-01,38.6432
2019-12-23,2019-12-23,1971-02-01,38.5695
2019-12-23,2019-12-23,1971-03-01,38.5278
2019-12-23,2019-12-23,1971-04-01,38.7441
2019-12-23,2019-12-23,1971-05-01,38.9407
2019-12-23,2019-12-23,1971-06-01,39.1040
2019-12-23,2019-12-23,1971-07-01,38.9905
2019-12-23,2019-12-23,1971-08-01,38.7642
2019-12-23,2019-12-23,1971-09-01,39.3942
2019-12-23,2019-12-23,1971-10-01,39.6891
2019-12-23,2019-12-23,1971-11-01,39.8576
2019-12-23,2019-12-23,1971-12-01,40.3177
2019-12-23,2019-12-23,1972-01-01,41.2876
2019-12-23,2019-12-23,1972-02-01,41.6865
2019-12-23,2019-12-23,1972-03-01,41.9746
2019-12-23,2019-12-23,1972-04-01,42.4183
2019-12-23,2019-12-23,1972-05-01,42.3963
2019-12-23,2019-12-23,1972-06-01,42.5166
2019-12-23,2019-12-23,1972-07-01,42.4980
2019-12-23,2019-12-23,1972-08-01,43.0629
2019-12-23,2019-12-23,1972-09-01,43.3918
2019-12-23,2019-12-23,1972-10-01,43.9718
2019-12-23,2019-12-23,1972-11-01,44.4919
2019-12-23,2019-12-23,1972-12-01,45.0015
2019-12-23,2019-12-23,1973-01-01,45.2942
2019-12-23,2019-12-23,1973-02-01,45.9656
2019-12-23,2019-12-23,1973-03-01,45.9872
2019-12-23,2019-12-23,1973-04-01,45.9237
2019-12-23,2019-12-23,1973-05-01,46.2192
2019-12-23,2019-12-23,1973-06-01,46.2509
2019-12-23,2019-12-23,1973-07-01,46.4421
2019-12-23,2019-12-23,1973-08-01,46.3648
2019-12-23,2019-12-23,1973-09-01,46.7803
2019-12-23,2019-12-23,1973-10-01,47.0954
2019-12-23,2019-12-23,1973-11-01,47.3445
2019-12-23,2019-12-23,1973-12-01,47.2315
2019-12-23,2019-12-23,1974-01-01,46.8994
2019-12-23,2019-12-23,1974-02-01,46.7538
2019-12-23,2019-12-23,1974-03-01,46.7685
2019-12-23,2019-12-23,1974-04-01,46.6069
2019-12-23,2019-12-23,1974-05-01,46.9743
2019-12-23,2019-12-23,1974-06-01,46.9233
2019-12-23,2019-12-23,1974-07-01,46.9464
2019-12-23,2019-12-23,1974-08-01,46.4907
2019-12-23,2019-12-23,1974-09-01,46.5136
2019-12-23,2019-12-23,1974-10-01,46.3401
2019-12-23,2019-12-23,1974-11-01,44.8209
2019-12-23,2019-12-23,1974-12-01,43.2340
2019-12-23,2019-12-23,1975-01-01,42.6409
2019-12-23,2019-12-23,1975-02-01,41.6602
2019-12-23,2019-12-23,1975-03-01,41.2135
2019-12-23,2019-12-23,1975-04-01,41.2460
2019-12-23,2019-12-23,1975-05-01,41.1515
2019-12-23,2019-12-23,1975-06-01,41.4224
2019-12-23,2019-12-23,1975-07-01,41.8234
2019-12-23,2019-12-23,1975-08-01,42.2573
2019-12-23,2019-12-23,1975-09-01,42.7796
2019-12-23,2019-12-23,1975-10-01,42.9687
2019-12-23,2019-12-23,1975-11-01,43.0614
2019-12-23,2019-12-23,1975-12-01,43.5973
2019-12-23,2019-12-23,1976-01-01,44.2288
2019-12-23,2019-12-23,1976-02-01,44.6725
2019-12-23,2019-12-23,1976-03-01,44.7125
2019-12-23,2019-12-23,1976-04-01,44.9643
2019-12-23,2019-12-23,1976-05-01,45.1741
2019-12-23,2019-12-23,1976-06-01,45.1830
2019-12-23,2019-12-23,1976-07-01,45.4535
2019-12-23,2019-12-23,1976-08-01,45.7737
2019-12-23,2019-12-23,1976-09-01,45.9031
2019-12-23,2019-12-23,1976-10-01,45.9207
2019-12-23,2019-12-23,1976-11-01,46.5978
2019-12-23,2019-12-23,1976-12-01,47.0854
2019-12-23,2019-12-23,1977-01-01,46.8276
2019-12-23,2019-12-23,1977-02-01,47.5417
2019-12-23,2019-12-23,1977-03-01,48.1310
2019-12-23,2019-12-23,1977-04-01,48.5838
2019-12-23,2019-12-23,1977-05-01,48.9891
2019-12-23,2019-12-23,1977-06-01,49.3428
2019-12-23,2019-12-23,1977-07-01,49.4120
2019-12-23,2019-12-23,1977-08-01,49.4259
2019-12-23,2019-12-23,1977-09-01,49.6639
2019-12-23,2019-12-23,1977-10-01,49.7592
2019-12-23,2019-12-23,1977-11-01,49.8117
2019-12-23,2019-12-23,1977-12-01,49.8949
2019-12-23,2019-12-23,1978-01-01,49.2066
2019-12-23,2019-12-23,1978-02-01,49.4502
2019-12-23,2019-12-23,1978-03-01,50.3928
2019-12-23,2019-12-23,1978-04-01,51.4368
2019-12-23,2019-12-23,1978-05-01,51.6276
2019-12-23,2019-12-23,1978-06-01,51.9833
2019-12-23,2019-12-23,1978-07-01,51.9592
2019-12-23,2019-12-23,1978-08-01,52.1543
2019-12-23,2019-12-23,1978-09-01,52.2860
2019-12-23,2019-12-23,1978-10-01,52.7054
2019-12-23,2019-12-23,1978-11-01,53.1047
2019-12-23,2019-12-23,1978-12-01,53.3886
2019-12-23,2019-12-23,1979-01-01,53.0453
2019-12-23,2019-12-23,1979-02-01,53.3303
2019-12-23,2019-12-23,1979-03-01,53.4973
2019-12-23,2019-12-23,1979-04-01,52.8938
2019-12-23,2019-12-23,1979-05-01,53.3187
2019-12-23,2019-12-23,1979-06-01,53.3157
2019-12-23,2019-12-23,1979-07-01,53.2433
2019-12-23,2019-12-23,1979-08-01,52.8899
2019-12-23,2019-12-23,1979-09-01,52.9486
2019-12-23,2019-12-23,1979-10-01,53.2390
2019-12-23,2019-12-23,1979-11-01,53.1918
2019-12-23,2019-12-23,1979-12-01,53.2603
2019-12-23,2019-12-23,1980-01-01,53.5037
2019-12-23,2019-12-23,1980-02-01,53.5053
2019-12-23,2019-12-23,1980-03-01,53.3294
2019-12-23,2019-12-23,1980-04-01,52.2336
2019-12-23,2019-12-23,1980-05-01,50.9638
2019-12-23,2019-12-23,1980-06-01,50.3348
2019-12-23,2019-12-23,1980-07-01,49.9462
2019-12-23,2019-12-23,1980-08-01,50.1256
2019-12-23,2019-12-23,1980-09-01,50.9386
2019-12-23,2019-12-23,1980-10-01,51.5813
2019-12-23,2019-12-23,1980-11-01,52.4717
2019-12-23,2019-12-23,1980-12-01,52.7685
2019-12-23,2019-12-23,1981-01-01,52.4668
2019-12-23,2019-12-23,1981-02-01,52.2260
2019-12-23,2019-12-23,1981-03-01,52.5025
2019-12-23,2019-12-23,1981-04-01,52.2691
2019-12-23,2019-12-23,1981-05-01,52.5803
2019-12-23,2019-12-23,1981-06-01,52.8284
2019-12-23,2019-12-23,1981-07-01,53.1751
2019-12-23,2019-12-23,1981-08-01,53.1679
2019-12-23,2019-12-23,1981-09-01,52.8514
2019-12-23,2019-12-23,1981-10-01,52.4949
2019-12-23,2019-12-23,1981-11-01,51.8940
2019-12-23,2019-12-23,1981-12-01,51.3274
2019-12-23,2019-12-23,1982-01-01,50.3043
2019-12-23,2019-12-23,1982-02-01,51.3016
2019-12-23,2019-12-23,1982-03-01,50.9104
2019-12-23,2019-12-23,1982-04-01,50.4627
2019-12-23,2019-12-23,1982-05-01,50.1380
2019-12-23,2019-12-23,1982-06-01,49.9692
2019-12-23,2019-12-23,1982-07-01,49.8138
2019-12-23,2019-12-23,1982-08-01,49.3773
2019-12-23,2019-12-23,1982-09-01,49.2260
2019-12-23,2019-12-23,1982-10-01,48.7874
2019-12-23,2019-12-23,1982-11-01,48.5920
2019-12-23,2019-12-23,1982-12-01,48.2424
2019-12-23,2019-12-23,1983-01-01,49.1762
2019-12-23,2019-12-23,1983-02-01,48.8688
2019-12-23,2019-12-23,1983-03-01,49.2654
2019-12-23,2019-12-23,1983-04-01,49.8675
2019-12-23,2019-12-23,1983-05-01,50.2084
2019-12-23,2019-12-23,1983-06-01,50.5089
2019-12-23,2019-12-23,1983-07-01,51.2733
2019-12-23,2019-12-23,1983-08-01,51.8454
2019-12-23,2019-12-23,1983-09-01,52.6303
2019-12-23,2019-12-23,1983-10-01,53.0679
2019-12-23,2019-12-23,1983-11-01,53.2534
2019-12-23,2019-12-23,1983-12-01,53.5343
2019-12-23,2019-12-23,1984-01-01,54.6008
2019-12-23,2019-12-23,1984-02-01,54.8350
2019-12-23,2019-12-23,1984-03-01,55.1052
2019-12-23,2019-12-23,1984-04-01,55.4514
2019-12-23,2019-12-23,1984-05-01,55.7141
2019-12-23,2019-12-23,1984-06-01,55.9085
2019-12-23,2019-12-23,1984-07-01,56.0842
2019-12-23,2019-12-23,1984-08-01,56.1376
2019-12-23,2019-12-23,1984-09-01,56.0382
2019-12-23,2019-12-23,1984-10-01,55.9459
2019-12-23,2019-12-23,1984-11-01,56.1667
2019-12-23,2019-12-23,1984-12-01,56.2296
2019-12-23,2019-12-23,1985-01-01,56.1398
2019-12-23,2019-12-23,1985-02-01,56.3323
2019-12-23,2019-12-23,1985-03-01,56.4232
2019-12-23,2019-12-23,1985-04-01,56.2693
2019-12-23,2019-12-23,1985-05-01,56.3488
2019-12-23,2019-12-23,1985-06-01,56.3901
2019-12-23,2019-12-23,1985-07-01,56.0234
2019-12-23,2019-12-23,1985-08-01,56.2555
2019-12-23,2019-12-23,1985-09-01,56.4983
2019-12-23,2019-12-23,1985-10-01,56.2648
2019-12-23,2019-12-23,1985-11-01,56.4549
2019-12-23,2019-12-23,1985-12-01,57.0458
2019-12-23,2019-12-23,1986-01-01,57.3104
2019-12-23,2019-12-23,1986-02-01,56.9344
2019-12-23,2019-12-23,1986-03-01,56.5420
2019-12-23,2019-12-23,1986-04-01,56.5599
2019-12-23,2019-12-23,1986-05-01,56.6823
2019-12-23,2019-12-23,1986-06-01,56.4976
2019-12-23,2019-12-23,1986-07-01,56.8140
2019-12-23,2019-12-23,1986-08-01,56.7381
2019-12-23,2019-12-23,1986-09-01,56.8532
2019-12-23,2019-12-23,1986-10-01,57.1191
2019-12-23,2019-12-23,1986-11-01,57.3792
2019-12-23,2019-12-23,1986-12-01,57.8623
2019-12-23,2019-12-23,1987-01-01,57.6850
2019-12-23,2019-12-23,1987-02-01,58.4399
2019-12-23,2019-12-23,1987-03-01,58.5160
2019-12-23,2019-12-23,1987-04-01,58.8851
2019-12-23,2019-12-23,1987-05-01,59.2653
2019-12-23,2019-12-23,1987-06-01,59.5409
2019-12-23,2019-12-23,1987-07-01,59.9536
2019-12-23,2019-12-23,1987-08-01,60.4517
2019-12-23,2019-12-23,1987-09-01,60.6069
2019-12-23,2019-12-23,1987-10-01,61.4910
2019-12-23,2019-12-23,1987-11-01,61.8137
2019-12-23,2019-12-23,1987-12-01,62.1190
2019-12-23,2019-12-23,1988-01-01,62.1469
2019-12-23,2019-12-23,1988-02-01,62.4169
2019-12-23,2019-12-23,1988-03-01,62.5418
2019-12-23,2019-12-23,1988-04-01,62.8959
2019-12-23,2019-12-23,1988-05-01,62.8223
2019-12-23,2019-12-23,1988-06-01,62.9823
2019-12-23,2019-12-23,1988-07-01,63.0093
2019-12-23,2019-12-23,1988-08-01,63.2723
2019-12-23,2019-12-23,1988-09-01,63.0990
2019-12-23,2019-12-23,1988-10-01,63.4122
2019-12-23,2019-12-23,1988-11-01,63.5128
2019-12-23,2019-12-23,1988-12-01,63.8233
2019-12-23,2019-12-23,1989-01-01,64.0153
2019-12-23,2019-12-23,1989-02-01,63.7242
2019-12-23,2019-12-23,1989-03-01,63.8691
2019-12-23,2019-12-23,1989-04-01,63.9124
2019-12-23,2019-12-23,1989-05-01,63.4884
2019-12-23,2019-12-23,1989-06-01,63.5187
2019-12-23,2019-12-23,1989-07-01,62.9354
2019-12-23,2019-12-23,1989-08-01,63.5168
2019-12-23,2019-12-23,1989-09-01,63.2954
2019-12-23,2019-12-23,1989-10-01,63.2542
2019-12-23,2019-12-23,1989-11-01,63.4616
2019-12-23,2019-12-23,1989-12-01,63.8467
2019-12-23,2019-12-23,1990-01-01,63.4228
2019-12-23,2019-12-23,1990-02-01,64.0446
2019-12-23,2019-12-23,1990-03-01,64.3580
2019-12-23,2019-12-23,1990-04-01,64.2602
2019-12-23,2019-12-23,1990-05-01,64.3973
2019-12-23,2019-12-23,1990-06-01,64.6041
2019-12-23,2019-12-23,1990-07-01,64.5205
2019-12-23,2019-12-23,1990-08-01,64.7326
2019-12-23,2019-12-23,1990-09-01,64.8145
2019-12-23,2019-12-23,1990-10-01,64.3274
2019-12-23,2019-12-23,1990-11-01,63.5753
2019-12-23,2019-12-23,1990-12-01,63.1594
2019-12-23,2019-12-23,1991-01-01,62.8852
2019-12-23,2019-12-23,1991-02-01,62.4462
2019-12-23,2019-12-23,1991-03-01,62.1190
2019-12-23,2019-12-23,1991-04-01,62.2415
2019-12-23,2019-12-23,1991-05-01,62.8646
2019-12-23,2019-12-23,1991-06-01,63.4372
2019-12-23,2019-12-23,1991-07-01,63.5128
2019-12-23,2019-12-23,1991-08-01,63.5671
2019-12-23,2019-12-23,1991-09-01,64.1330
2019-12-23,2019-12-23,1991-10-01,64.0213
2019-12-23,2019-12-23,1991-11-01,63.9480
2019-12-23,2019-12-23,1991-12-01,63.6937
2019-12-23,2019-12-23,1992-01-01,63.3374
2019-12-23,2019-12-23,1992-02-01,63.7911
2019-12-23,2019-12-23,1992-03-01,64.3212
2019-12-23,2019-12-23,1992-04-01,64.8088
2019-12-23,2019-12-23,1992-05-01,65.0202
2019-12-23,2019-12-23,1992-06-01,65.0295
2019-12-23,2019-12-23,1992-07-01,65.6172
2019-12-23,2019-12-23,1992-08-01,65.2943
2019-12-23,2019-12-23,1992-09-01,65.4460
2019-12-23,2019-12-23,1992-10-01,65.9369
2019-12-23,2019-12-23,1992-11-01,66.2174
2019-12-23,2019-12-23,1992-12-01,66.2772
2019-12-23,2019-12-23,1993-01-01,66.5643
2019-12-23,2019-12-23,1993-02-01,66.8594
2019-12-23,2019-12-23,1993-03-01,66.7658
2019-12-23,2019-12-23,1993-04-01,67.0000
2019-12-23,2019-12-23,1993-05-01,66.7674
2019-12-23,2019-12-23,1993-06-01,66.8781
2019-12-23,2019-12-23,1993-07-01,67.0845
2019-12-23,2019-12-23,1993-08-01,67.0140
2019-12-23,2019-12-23,1993-09-01,67.3345
2019-12-23,2019-12-23,1993-10-01,67.8515
2019-12-23,2019-12-23,1993-11-01,68.1326
2019-12-23,2019-12-23,1993-12-01,68.5054
2019-12-23,2019-12-23,1994-01-01,68.7648
2019-12-23,2019-12-23,1994-02-01,68.7836
2019-12-23,2019-12-23,1994-03-01,69.4766
2019-12-23,2019-12-23,1994-04-01,69.8703
2019-12-23,2019-12-23,1994-05-01,70.2281
2019-12-23,2019-12-23,1994-06-01,70.6763
2019-12-23,2019-12-23,1994-07-01,70.7846
2019-12-23,2019-12-23,1994-08-01,71.2053
2019-12-23,2019-12-23,1994-09-01,71.4767
2019-12-23,2019-12-23,1994-10-01,72.0820
2019-12-23,2019-12-23,1994-11-01,72.5263
2019-12-23,2019-12-23,1994-12-01,73.2879
2019-12-23,2019-12-23,1995-01-01,73.4219
2019-12-23,2019-12-23,1995-02-01,73.3025
2019-12-23,2019-12-23,1995-03-01,73.4081
2019-12-23,2019-12-23,1995-04-01,73.3612
2019-12-23,2019-12-23,1995-05-01,73.6104
2019-12-23,2019-12-23,1995-06-01,73.8602
2019-12-23,2019-12-23,1995-07-01,73.5664
2019-12-23,2019-12-23,1995-08-01,74.4950
2019-12-23,2019-12-23,1995-09-01,74.7937
2019-12-23,2019-12-23,1995-10-01,74.7017
2019-12-23,2019-12-23,1995-11-01,74.8897
2019-12-23,2019-12-23,1995-12-01,75.1755
2019-12-23,2019-12-23,1996-01-01,74.6841
2019-12-23,2019-12-23,1996-02-01,75.8344
2019-12-23,2019-12-23,1996-03-01,75.7631
2019-12-23,2019-12-23,1996-04-01,76.4562
2019-12-23,2019-12-23,1996-05-01,77.0161
2019-12-23,2019-12-23,1996-06-01,77.6669
2019-12-23,2019-12-23,1996-07-01,77.5662
2019-12-23,2019-12-23,1996-08-01,78.0160
2019-12-23,2019-12-23,1996-09-01,78.5532
2019-12-23,2019-12-23,1996-10-01,78.5065
2019-12-23,2019-12-23,1996-11-01,79.1996
2019-12-23,2019-12-23,1996-12-01,79.7143
2019-12-23,2019-12-23,1997-01-01,79.8273
2019-12-23,2019-12-23,1997-02-01,80.7930
2019-12-23,2019-12-23,1997-03-01,81.3340
2019-12-23,2019-12-23,1997-04-01,81.3531
2019-12-23,2019-12-23,1997-05-01,81.8293
2019-12-23,2019-12-23,1997-06-01,82.2285
2019-12-23,2019-12-23,1997-07-01,82.8557
2019-12-23,2019-12-23,1997-08-01,83.7214
2019-12-23,2019-12-23,1997-09-01,84.4651
2019-12-23,2019-12-23,1997-10-01,85.1918
2019-12-23,2019-12-23,1997-11-01,85.9397
2019-12-23,2019-12-23,1997-12-01,86.2047
2019-12-23,2019-12-23,1998-01-01,86.6474
2019-12-23,2019-12-23,1998-02-01,86.7612
2019-12-23,2019-12-23,1998-03-01,86.8198
2019-12-23,2019-12-23,1998-04-01,87.1411
2019-12-23,2019-12-23,1998-05-01,87.6952
2019-12-23,2019-12-23,1998-06-01,87.1450
2019-12-23,2019-12-23,1998-07-01,86.8423
2019-12-23,2019-12-23,1998-08-01,88.6247
2019-12-23,2019-12-23,1998-09-01,88.4515
2019-12-23,2019-12-23,1998-10-01,89.1677
2019-12-23,2019-12-23,1998-11-01,89.1098
2019-12-23,2019-12-23,1998-12-01,89.4407
2019-12-23,2019-12-23,1999-01-01,89.8594
2019-12-23,2019-12-23,1999-02-01,90.3386
2019-12-23,2019-12-23,1999-03-01,90.4819
2019-12-23,2019-12-23,1999-04-01,90.7274
2019-12-23,2019-12-23,1999-05-01,91.3520
2019-12-23,2019-12-23,1999-06-01,91.1994
2019-12-23,2019-12-23,1999-07-01,91.7766
2019-12-23,2019-12-23,1999-08-01,92.1629
2019-12-23,2019-12-23,1999-09-01,91.7740
2019-12-23,2019-12-23,1999-10-01,92.9979
2019-12-23,2019-12-23,1999-11-01,93.4371
2019-12-23,2019-12-23,1999-12-01,94.1593
2019-12-23,2019-12-23,2000-01-01,94.1758
2019-12-23,2019-12-23,2000-02-01,94.4557
2019-12-23,2019-12-23,2000-03-01,94.7980
2019-12-23,2019-12-23,2000-04-01,95.4808
2019-12-23,2019-12-23,2000-05-01,95.6435
2019-12-23,2019-12-23,2000-06-01,95.7353
2019-12-23,2019-12-23,2000-07-01,95.5906
2019-12-23,2019-12-23,2000-08-01,95.3112
2019-12-23,2019-12-23,2000-09-01,95.6790
2019-12-23,2019-12-23,2000-10-01,95.3970
2019-12-23,2019-12-23,2000-11-01,95.4229
2019-12-23,2019-12-23,2000-12-01,95.1573
2019-12-23,2019-12-23,2001-01-01,94.5448
2019-12-23,2019-12-23,2001-02-01,93.9398
2019-12-23,2019-12-23,2001-03-01,93.7201
2019-12-23,2019-12-23,2001-04-01,93.4469
2019-12-23,2019-12-23,2001-05-01,92.8760
2019-12-23,2019-12-23,2001-06-01,92.3208
2019-12-23,2019-12-23,2001-07-01,91.7933
2019-12-23,2019-12-23,2001-08-01,91.6795
2019-12-23,2019-12-23,2001-09-01,91.3289
2019-12-23,2019-12-23,2001-10-01,90.9315
2019-12-23,2019-12-23,2001-11-01,90.4860
2019-12-23,2019-12-23,2001-12-01,90.5073
2019-12-23,2019-12-23,2002-01-01,91.0794
2019-12-23,2019-12-23,2002-02-01,91.0553
2019-12-23,2019-12-23,2002-03-01,91.7980
2019-12-23,2019-12-23,2002-04-01,92.1771
2019-12-23,2019-12-23,2002-05-01,92.5668
2019-12-23,2019-12-23,2002-06-01,93.4476
2019-12-23,2019-12-23,2002-07-01,93.2237
2019-12-23,2019-12-23,2002-08-01,93.2359
2019-12-23,2019-12-23,2002-09-01,93.3654
2019-12-23,2019-12-23,2002-10-01,93.0834
2019-12-23,2019-12-23,2002-11-01,93.5693
2019-12-23,2019-12-23,2002-12-01,93.1103
2019-12-23,2019-12-23,2003-01-01,93.8198
2019-12-23,2019-12-23,2003-02-01,93.9532
2019-12-23,2019-12-23,2003-03-01,93.7358
2019-12-23,2019-12-23,2003-04-01,93.0657
2019-12-23,2019-12-23,2003-05-01,93.0918
2019-12-23,2019-12-23,2003-06-01,93.2476
2019-12-23,2019-12-23,2003-07-01,93.6582
2019-12-23,2019-12-23,2003-08-01,93.5246
2019-12-23,2019-12-23,2003-09-01,94.0751
2019-12-23,2019-12-23,2003-10-01,94.2079
2019-12-23,2019-12-23,2003-11-01,94.9338
2019-12-23,2019-12-23,2003-12-01,94.8662
2019-12-23,2019-12-23,2004-01-01,95.1085
2019-12-23,2019-12-23,2004-02-01,95.6847
2019-12-23,2019-12-23,2004-03-01,95.2088
2019-12-23,2019-12-23,2004-04-01,95.6385
2019-12-23,2019-12-23,2004-05-01,96.3966
2019-12-23,2019-12-23,2004-06-01,95.6019
2019-12-23,2019-12-23,2004-07-01,96.3385
2019-12-23,2019-12-23,2004-08-01,96.4095
2019-12-23,2019-12-23,2004-09-01,96.4907
2019-12-23,2019-12-23,2004-10-01,97.4094
2019-12-23,2019-12-23,2004-11-01,97.6137
2019-12-23,2019-12-23,2004-12-01,98.3318
2019-12-23,2019-12-23,2005-01-01,98.7845
2019-12-23,2019-12-23,2005-02-01,99.4639
2019-12-23,2019-12-23,2005-03-01,99.3061
2019-12-23,2019-12-23,2005-04-01,99.4734
2019-12-23,2019-12-23,2005-05-01,99.6033
2019-12-23,2019-12-23,2005-06-01,99.9853
2019-12-23,2019-12-23,2005-07-01,99.6692
2019-12-23,2019-12-23,2005-08-01,99.9435
2019-12-23,2019-12-23,2005-09-01,98.0779
2019-12-23,2019-12-23,2005-10-01,99.3149
2019-12-23,2019-12-23,2005-11-01,100.3216
2019-12-23,2019-12-23,2005-12-01,100.9437
2019-12-23,2019-12-23,2006-01-01,101.0627
2019-12-23,2019-12-23,2006-02-01,101.0669
2019-12-23,2019-12-23,2006-03-01,101.2751
2019-12-23,2019-12-23,2006-04-01,101.6813
2019-12-23,2019-12-23,2006-05-01,101.5790
2019-12-23,2019-12-23,2006-06-01,101.9693
2019-12-23,2019-12-23,2006-07-01,101.9319
2019-12-23,2019-12-23,2006-08-01,102.3327
2019-12-23,2019-12-23,2006-09-01,102.1252
2019-12-23,2019-12-23,2006-10-01,102.0668
2019-12-23,2019-12-23,2006-11-01,101.9688
2019-12-23,2019-12-23,2006-12-01,103.0292
2019-12-23,2019-12-23,2007-01-01,102.4933
2019-12-23,2019-12-23,2007-02-01,103.5264
2019-12-23,2019-12-23,2007-03-01,103.7521
2019-12-23,2019-12-23,2007-04-01,104.4814
2019-12-23,2019-12-23,2007-05-01,104.5322
2019-12-23,2019-12-23,2007-06-01,104.5617
2019-12-23,2019-12-23,2007-07-01,104.5227
2019-12-23,2019-12-23,2007-08-01,104.7556
2019-12-23,2019-12-23,2007-09-01,105.1611
2019-12-23,2019-12-23,2007-10-01,104.7171
2019-12-23,2019-12-23,2007-11-01,105.3338
2019-12-23,2019-12-23,2007-12-01,105.3457
2019-12-23,2019-12-23,2008-01-01,105.0619
2019-12-23,2019-12-23,2008-02-01,104.7094
2019-12-23,2019-12-23,2008-03-01,104.4616
2019-12-23,2019-12-23,2008-04-01,103.6704
